,year,period,expenses,income
0,2008,Q1,570000.0,410000.0
1,2008,Q2,480000.0,700000.0
2,2008,Q3,480000.0,640000.0
3,2008,Q4,460000.0,760000.0
4,2009,Q1,660000.0,680000.0
5,2009,Q2,720000.0,535000.0
6,2009,Q3,780000.0,405000.0
7,2009,Q4,750000.0,375000.0
8,2010,Q1,730000.0,605000.0
9,2010,Q2,660000.0,545000.0
10,2010,Q3,590000.0,535000.0
11,2010,Q4,570000.0,575000.0
12,2011,Q1,560000.0,595000.0
13,2011,Q2,670000.0,600000.0
14,2011,Q3,660000.0,475000.0
15,2011,Q4,700000.0,330000.0
16,2012,Q1,580000.0,330000.0
17,2012,Q2,700000.0,340000.0
18,2012,Q3,590000.0,310000.0
19,2012,Q4,700000.0,370000.0
20,2013,Q1,720000.0,340000.0
21,2013,Q2,750000.0,310000.0
22,2013,Q3,600000.0,350000.0
23,2013,Q4,660000.0,230000.0
24,2014,Q1,540000.0,245000.0
25,2014,Q2,640000.0,255000.0
26,2014,Q3,560000.0,295000.0
27,2014,Q4,600000.0,275000.0
28,2015,Q1,440000.0,295000.0
29,2015,Q2,480000.0,285000.0
30,2015,Q3,450000.0,295000.0
31,2015,Q4,610000.0,330000.0
32,2016,Q1,440000.0,335000.0
33,2016,Q2,490000.0,325000.0
34,2016,Q3,400000.0,325000.0
35,2016,Q4,470000.0,280000.0
36,2017,Q1,460000.0,290000.0
37,2017,Q2,470000.0,320000.0
38,2017,Q3,480000.0,320000.0
39,2017,Q4,540000.0,320000.0
40,2018,Q1,530000.0,300000.0
41,2018,Q2,370000.0,300000.0
42,2018,Q3,400000.0,300000.0
43,2018,Q4,360000.0,280000.0
44,2019,Q1,480000.0,280000.0
45,2019,Q2,420000.0,280000.0
46,2019,Q3,430000.0,280000.0
47,2019,Q4,490000.0,316600.0
48,2020,Q1,520000.0,340000.0
49,2020,Q2,560000.0,306000.0
50,2020,Q3,620000.0,340000.0
51,2020,Q4,580000.0,360000.0
52,2021,Q1,510000.0,360000.0
53,2021,Q2,500000.0,340000.0
54,2021,Q3,580000.0,322000.0
55,2021,Q4,500000.0,342000.0
56,2022,Q1,430000.0,330000.0
57,2022,Q2,480000.0,320000.0
58,2022,Q3,580000.0,330000.0
59,2022,Q4,560000.0,320000.0
60,2023,Q1,580000.0,330000.0
61,2023,Q2,510000.0,320000.0
62,2023,Q3,450000.0,330000.0
63,2023,Q4,0.0,320000.0
